dwell_time_total,context,country,country_name,weight,age,age_group,gender,q06_vote,q01_currently_distributed,q03_household_income,q02_should_distributed,q04_household_size,q05_income,q05_income_group,q08_gap,q13_responsibility_govt,q14_live,q15_education
167,2,ES,Spain,0.8618055566446141,35_54,3,1,16,2,3,3,5,341,1,1,NA,NA,NA
77,3,ES,Spain,0.45630889606036246,18_34,2,1,20,1,3,6,4,NA,NA,NA,NA,NA,NA
739,3,ES,Spain,0.8618055566446141,35_54,3,1,16,2,3,3,2,328,1,2,1,1,14
601,3,ES,Spain,0.8618055566446141,35_54,3,1,20,6,5,5,6,346,1,1,1,2,12
207,2,ES,Spain,0.7212800061246206,18_34,2,2,15,2,4,4,4,336,1,2,2,1,15
246,2,ES,Spain,0.45630889606036246,18_34,2,1,19,3,2,3,1,324,1,2,3,1,13
46,2,ES,Spain,1.3622419429943156,35_54,3,2,13,3,4,4,5,342,1,3,3,2,13
NA,3,ES,Spain,0.45630889606036246,18_34,2,1,15,6,5,1,8,356,1,5,6,4,16
88,3,ES,Spain,0.45630889606036246,18_34,2,1,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,2,ES,Spain,0.8618055566446141,35_54,3,1,16,1,3,5,4,336,1,2,NA,NA,NA
NA,3,ES,Spain,1.38016368045989,55_and_over,4,1,20,6,3,4,6,346,1,1,1,1,13
291,3,ES,Spain,1.38016368045989,55_and_over,4,1,20,3,3,3,3,332,1,3,6,1,15
78,3,ES,Spain,0.8618055566446141,35_54,3,1,19,2,3,3,5,345,1,2,6,4,16
124,3,ES,Spain,0.8618055566446141,35_54,3,1,19,3,4,5,4,336,1,3,1,4,12
60,3,ES,Spain,0.7212800061246206,18_34,2,2,15,2,3,NA,NA,NA,NA,NA,NA,NA,NA
352,2,ES,Spain,0.45630889606036246,18_34,2,1,17,2,4,6,6,346,1,1,2,3,13
NA,3,ES,Spain,1.38016368045989,55_and_over,4,1,16,3,3,4,1,321,1,3,2,NA,NA
1449,3,ES,Spain,0.45630889606036246,18_34,2,1,15,2,2,2,2,NA,NA,NA,NA,NA,NA
610,3,ES,Spain,1.38016368045989,55_and_over,4,1,15,3,3,5,1,322,1,2,1,NA,NA
130,2,ES,Spain,1.3622419429943156,35_54,3,2,19,6,3,6,4,NA,NA,NA,NA,NA,NA
151,3,ES,Spain,0.7212800061246206,18_34,2,2,16,3,3,4,4,336,1,2,NA,NA,NA
30,3,ES,Spain,0.45630889606036246,18_34,2,1,13,4,4,4,6,350,1,NA,NA,NA,NA
567,3,ES,Spain,1.38016368045989,55_and_over,4,1,14,2,4,5,1,323,1,1,1,1,15
278,3,ES,Spain,0.8618055566446141,35_54,3,1,15,1,3,6,4,338,1,1,1,2,15
244,2,ES,Spain,0.7212800061246206,18_34,2,2,15,2,3,5,2,326,1,1,1,4,15
NA,2,ES,Spain,0.8618055566446141,35_54,3,1,19,5,3,6,2,NA,NA,NA,NA,NA,NA
537,2,ES,Spain,1.38016368045989,55_and_over,4,1,15,2,3,5,2,329,1,1,1,2,15
98,2,ES,Spain,0.7212800061246206,18_34,2,2,20,2,3,5,4,337,1,2,NA,NA,NA
402,2,ES,Spain,0.8618055566446141,35_54,3,1,20,1,2,1,NA,NA,NA,NA,NA,NA,NA
412,3,ES,Spain,1.3622419429943156,35_54,3,2,20,1,2,1,NA,NA,NA,NA,NA,NA,NA
3016,3,ES,Spain,1.38016368045989,55_and_over,4,1,20,2,4,NA,NA,NA,NA,NA,NA,NA,NA
869,2,ES,Spain,1.38016368045989,55_and_over,4,1,19,2,4,6,3,331,1,NA,NA,NA,NA
68,3,ES,Spain,0.45630889606036246,18_34,2,1,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,2,ES,Spain,0.8618055566446141,35_54,3,1,20,2,3,5,2,326,1,2,2,1,14
212,3,ES,Spain,0.8618055566446141,35_54,3,1,19,5,3,5,3,331,1,2,6,NA,NA
NA,3,ES,Spain,0.8618055566446141,35_54,3,1,14,6,3,6,4,336,1,NA,NA,NA,NA
264,3,ES,Spain,1.38016368045989,55_and_over,4,1,20,3,3,4,4,338,1,2,1,1,14
201,2,ES,Spain,1.3622419429943156,35_54,3,2,19,5,3,5,4,336,1,3,3,2,14
82,2,ES,Spain,0.45630889606036246,18_34,2,1,13,4,2,3,4,338,1,3,NA,NA,NA
194,2,ES,Spain,0.8618055566446141,35_54,3,1,15,3,3,6,3,332,1,3,1,1,14
90,3,ES,Spain,0.45630889606036246,18_34,2,1,14,3,4,2,2,326,1,1,2,4,14
195,3,ES,Spain,0.7212800061246206,18_34,2,2,19,1,3,6,3,332,1,1,1,2,13
98,2,ES,Spain,0.45630889606036246,18_34,2,1,16,4,3,6,3,334,1,3,NA,NA,NA
37,2,ES,Spain,0.7212800061246206,18_34,2,2,19,2,3,NA,NA,NA,NA,NA,NA,NA,NA
81,3,ES,Spain,0.45630889606036246,18_34,2,1,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,2,ES,Spain,0.8618055566446141,35_54,3,1,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,3,ES,Spain,0.45630889606036246,18_34,2,1,13,5,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,ES,Spain,2.18160214821541,55_and_over,4,2,20,1,1,1,8,NA,NA,NA,NA,NA,NA
177,3,ES,Spain,0.45630889606036246,18_34,2,1,19,4,4,5,3,331,1,2,NA,NA,NA
131,2,ES,Spain,0.45630889606036246,18_34,2,1,19,2,3,4,4,338,1,3,NA,NA,NA
NA,3,ES,Spain,0.8618055566446141,35_54,3,1,16,3,4,4,3,331,1,2,2,2,16
169,2,ES,Spain,1.3622419429943156,35_54,3,2,16,2,2,NA,NA,NA,NA,NA,NA,NA,NA
45,3,ES,Spain,2.18160214821541,55_and_over,4,2,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,3,ES,Spain,0.8618055566446141,35_54,3,1,13,3,5,5,8,360,1,3,6,3,12
395,3,ES,Spain,1.3622419429943156,35_54,3,2,14,1,4,6,6,346,1,1,1,3,15
93,2,ES,Spain,0.8618055566446141,35_54,3,1,14,2,4,NA,NA,NA,NA,NA,NA,NA,NA
633,3,ES,Spain,0.7212800061246206,18_34,2,2,20,2,3,3,4,336,1,1,6,3,16
612,3,ES,Spain,0.8618055566446141,35_54,3,1,20,2,4,4,2,326,1,2,2,1,14
350,3,ES,Spain,1.3622419429943156,35_54,3,2,19,2,3,6,3,331,1,1,6,3,12
NA,3,ES,Spain,2.18160214821541,55_and_over,4,2,20,2,4,4,2,NA,NA,NA,NA,NA,NA
14,2,ES,Spain,0.45630889606036246,18_34,2,1,15,3,2,NA,NA,NA,NA,NA,NA,NA,NA
316,2,ES,Spain,1.38016368045989,55_and_over,4,1,13,6,3,6,3,331,1,3,1,2,15
NA,3,ES,Spain,2.18160214821541,55_and_over,4,2,14,2,4,1,1,322,1,1,2,4,12
NA,3,ES,Spain,1.38016368045989,55_and_over,4,1,16,2,2,3,1,324,1,1,NA,NA,NA
124,3,ES,Spain,0.45630889606036246,18_34,2,1,19,2,4,6,4,336,1,1,NA,NA,NA
132,3,ES,Spain,0.45630889606036246,18_34,2,1,15,3,4,2,3,NA,NA,NA,NA,NA,NA
94,3,ES,Spain,0.8618055566446141,35_54,3,1,19,4,4,4,3,331,1,3,NA,NA,NA
31,2,ES,Spain,0.45630889606036246,18_34,2,1,14,1,3,6,6,NA,NA,NA,NA,NA,NA
326,3,ES,Spain,0.7212800061246206,18_34,2,2,18,6,2,6,NA,NA,NA,NA,NA,NA,NA
86,3,ES,Spain,0.45630889606036246,18_34,2,1,16,3,3,5,5,342,1,3,6,2,14
316,2,ES,Spain,0.7212800061246206,18_34,2,2,16,3,4,5,2,326,1,1,2,NA,15
96,2,ES,Spain,2.18160214821541,55_and_over,4,2,20,3,3,6,4,337,1,1,4,1,15
NA,2,ES,Spain,1.3622419429943156,35_54,3,2,14,1,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ES,Spain,1.38016368045989,55_and_over,4,1,13,3,3,3,2,NA,NA,NA,NA,NA,NA
125,2,ES,Spain,0.8618055566446141,35_54,3,1,14,3,5,6,3,NA,NA,NA,NA,NA,NA
202,3,ES,Spain,0.45630889606036246,18_34,2,1,13,6,2,6,8,356,1,2,2,4,14
136,2,ES,Spain,0.8618055566446141,35_54,3,1,20,3,3,3,3,331,1,3,2,2,16
NA,2,ES,Spain,0.45630889606036246,18_34,2,1,13,2,5,4,NA,NA,NA,NA,NA,NA,NA
413,2,ES,Spain,0.7212800061246206,18_34,2,2,15,2,3,5,2,329,1,NA,NA,NA,NA
135,3,ES,Spain,0.8618055566446141,35_54,3,1,15,3,3,6,NA,NA,NA,NA,NA,NA,NA
162,2,ES,Spain,0.45630889606036246,18_34,2,1,20,6,3,4,5,345,1,2,6,4,13
113,3,ES,Spain,1.3622419429943156,35_54,3,2,16,3,2,3,3,331,1,2,3,2,14
53,2,ES,Spain,1.3622419429943156,35_54,3,2,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,3,ES,Spain,0.45630889606036246,18_34,2,1,14,2,4,NA,NA,NA,NA,NA,NA,NA,NA
397,3,ES,Spain,0.7212800061246206,18_34,2,2,15,2,3,6,4,336,1,2,1,1,16
NA,3,ES,Spain,0.45630889606036246,18_34,2,1,20,5,2,NA,NA,NA,NA,NA,NA,NA,NA
175,3,ES,Spain,1.38016368045989,55_and_over,4,1,20,6,5,6,3,331,1,1,1,1,15
NA,2,ES,Spain,0.45630889606036246,18_34,2,1,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,3,ES,Spain,0.7212800061246206,18_34,2,2,16,1,3,5,2,327,1,2,2,2,15
99,3,ES,Spain,1.3622419429943156,35_54,3,2,16,2,5,6,4,336,1,1,1,NA,NA
144,3,ES,Spain,0.45630889606036246,18_34,2,1,14,2,3,6,1,322,1,2,2,1,13
113,2,ES,Spain,1.38016368045989,55_and_over,4,1,20,6,5,6,8,356,1,3,6,4,16
236,3,ES,Spain,0.8618055566446141,35_54,3,1,16,1,5,6,8,356,1,1,1,1,16
109,2,ES,Spain,2.18160214821541,55_and_over,4,2,14,6,2,6,1,NA,NA,NA,NA,NA,NA
74,3,ES,Spain,1.3622419429943156,35_54,3,2,19,6,4,4,6,349,1,4,4,NA,NA
NA,3,ES,Spain,2.18160214821541,55_and_over,4,2,19,3,3,4,5,341,1,2,NA,NA,NA
344,2,ES,Spain,1.38016368045989,55_and_over,4,1,15,2,2,4,2,330,1,1,1,4,16
62,2,ES,Spain,0.45630889606036246,18_34,2,1,14,1,3,6,5,341,1,2,NA,NA,NA
85,2,ES,Spain,1.38016368045989,55_and_over,4,1,15,5,3,5,5,NA,NA,NA,NA,NA,NA
258,2,ES,Spain,0.45630889606036246,18_34,2,1,20,1,4,6,NA,NA,NA,NA,NA,NA,NA
242,2,ES,Spain,0.8618055566446141,35_54,3,1,19,1,3,6,2,326,1,1,1,1,16
150,2,ES,Spain,0.8618055566446141,35_54,3,1,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ES,Spain,0.7212800061246206,18_34,2,2,15,6,3,6,3,331,1,NA,NA,NA,NA
83,3,ES,Spain,0.8618055566446141,35_54,3,1,17,5,5,NA,NA,NA,NA,NA,NA,NA,NA
192,2,ES,Spain,2.18160214821541,55_and_over,4,2,19,1,5,6,8,360,1,3,6,3,16
214,3,ES,Spain,0.45630889606036246,18_34,2,1,15,3,3,5,3,331,1,2,2,1,13
94,3,ES,Spain,0.7212800061246206,18_34,2,2,20,5,2,1,2,330,1,3,6,4,16
116,3,ES,Spain,2.18160214821541,55_and_over,4,2,15,2,4,NA,NA,NA,NA,NA,NA,NA,NA
81,3,ES,Spain,0.45630889606036246,18_34,2,1,19,1,3,5,2,NA,NA,NA,NA,NA,NA
321,2,ES,Spain,0.45630889606036246,18_34,2,1,13,2,4,4,5,342,1,2,1,4,15
288,3,ES,Spain,1.38016368045989,55_and_over,4,1,14,3,4,4,4,338,1,2,3,1,15
162,3,ES,Spain,0.8618055566446141,35_54,3,1,20,2,3,6,NA,NA,NA,NA,NA,NA,NA
174,2,ES,Spain,0.45630889606036246,18_34,2,1,19,1,4,5,1,321,1,2,6,3,16
163,3,ES,Spain,1.3622419429943156,35_54,3,2,20,5,3,5,4,336,1,2,6,1,15
345,2,ES,Spain,1.3622419429943156,35_54,3,2,19,5,4,6,5,341,1,1,NA,NA,NA
274,2,ES,Spain,0.8618055566446141,35_54,3,1,20,5,4,5,4,336,1,2,6,4,12
182,3,ES,Spain,0.8618055566446141,35_54,3,1,19,2,4,5,4,336,1,3,2,1,13
120,3,ES,Spain,0.8618055566446141,35_54,3,1,19,5,4,4,4,336,1,1,1,NA,NA
208,2,ES,Spain,0.45630889606036246,18_34,2,1,19,3,3,3,4,339,1,3,2,2,14
119,2,ES,Spain,1.38016368045989,55_and_over,4,1,13,2,2,NA,NA,NA,NA,NA,NA,NA,NA
327,3,ES,Spain,0.7212800061246206,18_34,2,2,17,1,4,5,2,328,1,1,1,1,16
77,2,ES,Spain,1.3622419429943156,35_54,3,2,19,2,4,5,4,336,1,NA,NA,NA,NA
410,3,ES,Spain,0.45630889606036246,18_34,2,1,19,5,4,6,4,336,1,2,3,4,14
99,2,ES,Spain,0.8618055566446141,35_54,3,1,19,4,3,4,4,336,1,3,6,2,13
90,2,ES,Spain,0.8618055566446141,35_54,3,1,16,3,3,3,4,336,1,3,NA,NA,NA
170,2,ES,Spain,0.45630889606036246,18_34,2,1,15,4,3,6,2,328,1,2,2,4,15
292,2,ES,Spain,1.3622419429943156,35_54,3,2,19,1,3,3,2,327,1,4,2,1,14
NA,3,ES,Spain,2.18160214821541,55_and_over,4,2,20,2,4,4,2,328,1,2,2,1,14
127,2,ES,Spain,0.7212800061246206,18_34,2,2,19,4,3,6,5,341,1,1,2,NA,NA
328,2,ES,Spain,0.7212800061246206,18_34,2,2,20,5,3,5,3,332,1,3,6,4,14
NA,3,ES,Spain,0.45630889606036246,18_34,2,1,17,1,1,2,NA,NA,NA,NA,NA,NA,NA
72,3,ES,Spain,0.8618055566446141,35_54,3,1,19,2,3,2,3,331,1,2,NA,NA,NA
197,2,ES,Spain,0.45630889606036246,18_34,2,1,16,4,2,3,5,343,1,2,6,NA,NA
46,2,ES,Spain,0.45630889606036246,18_34,2,1,19,2,4,2,2,326,1,NA,NA,NA,NA
44,3,ES,Spain,2.18160214821541,55_and_over,4,2,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2,ES,Spain,1.38016368045989,55_and_over,4,1,19,2,2,3,3,335,1,2,NA,NA,NA
103,3,ES,Spain,0.45630889606036246,18_34,2,1,13,1,3,5,4,NA,NA,NA,NA,NA,NA
51,3,ES,Spain,2.18160214821541,55_and_over,4,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,3,ES,Spain,0.8618055566446141,35_54,3,1,17,6,3,6,1,323,1,2,2,3,12
194,2,ES,Spain,0.45630889606036246,18_34,2,1,19,1,3,6,3,332,1,2,1,1,14
78,2,ES,Spain,2.18160214821541,55_and_over,4,2,16,2,4,2,NA,NA,NA,NA,NA,NA,NA
199,2,ES,Spain,0.45630889606036246,18_34,2,1,16,3,3,5,4,336,1,3,1,4,13
364,3,ES,Spain,0.45630889606036246,18_34,2,1,13,6,2,2,3,NA,NA,NA,NA,NA,NA
79,2,ES,Spain,0.45630889606036246,18_34,2,1,19,3,3,3,4,340,1,NA,NA,NA,NA
238,2,ES,Spain,2.18160214821541,55_and_over,4,2,20,1,1,1,8,NA,NA,NA,NA,NA,NA
64,3,ES,Spain,2.18160214821541,55_and_over,4,2,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ES,Spain,1.38016368045989,55_and_over,4,1,20,2,4,5,2,326,1,2,1,1,12
200,3,ES,Spain,0.45630889606036246,18_34,2,1,14,3,4,5,4,336,1,1,1,4,13
211,3,ES,Spain,0.8618055566446141,35_54,3,1,16,1,3,4,2,327,1,2,NA,NA,NA
144,3,ES,Spain,0.45630889606036246,18_34,2,1,15,1,3,1,4,338,1,1,3,3,13
83,2,ES,Spain,0.7212800061246206,18_34,2,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,3,ES,Spain,0.7212800061246206,18_34,2,2,18,3,3,3,3,333,1,3,3,2,14
109,3,ES,Spain,0.7212800061246206,18_34,2,2,16,3,5,3,NA,NA,NA,NA,NA,NA,NA
84,3,ES,Spain,0.45630889606036246,18_34,2,1,19,3,2,2,4,336,1,1,6,3,16
59,2,ES,Spain,1.38016368045989,55_and_over,4,1,13,6,1,1,7,351,1,2,6,4,16
192,3,ES,Spain,1.38016368045989,55_and_over,4,1,17,5,3,1,4,NA,NA,NA,NA,NA,NA
33,2,ES,Spain,2.18160214821541,55_and_over,4,2,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,3,ES,Spain,1.3622419429943156,35_54,3,2,13,5,1,2,NA,NA,NA,NA,NA,NA,NA
77,2,ES,Spain,1.3622419429943156,35_54,3,2,20,2,3,3,7,355,1,NA,NA,NA,NA
83,3,ES,Spain,2.18160214821541,55_and_over,4,2,17,2,5,NA,NA,NA,NA,NA,NA,NA,NA
79,3,ES,Spain,0.45630889606036246,18_34,2,1,19,2,2,NA,NA,NA,NA,NA,NA,NA,NA
95,2,ES,Spain,0.45630889606036246,18_34,2,1,13,2,4,4,2,326,1,2,3,2,13
87,2,ES,Spain,1.38016368045989,55_and_over,4,1,14,2,5,1,5,NA,NA,NA,NA,NA,NA
316,2,ES,Spain,0.8618055566446141,35_54,3,1,19,2,3,5,3,332,1,3,6,2,12
79,2,ES,Spain,1.38016368045989,55_and_over,4,1,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,3,ES,Spain,1.38016368045989,55_and_over,4,1,20,1,2,1,NA,NA,NA,NA,NA,NA,NA
325,3,ES,Spain,1.3622419429943156,35_54,3,2,19,3,3,6,4,336,1,2,3,4,14
39,2,ES,Spain,1.3622419429943156,35_54,3,2,20,5,3,5,4,NA,NA,NA,NA,NA,NA
123,3,ES,Spain,1.38016368045989,55_and_over,4,1,19,1,4,NA,NA,NA,NA,NA,NA,NA,NA
66,3,ES,Spain,1.3622419429943156,35_54,3,2,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2,ES,Spain,1.3622419429943156,35_54,3,2,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,2,ES,Spain,0.8618055566446141,35_54,3,1,18,3,4,5,3,331,1,3,2,2,14
39,2,ES,Spain,1.3622419429943156,35_54,3,2,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,3,ES,Spain,1.3622419429943156,35_54,3,2,13,2,3,3,3,NA,NA,NA,NA,NA,NA
38,3,ES,Spain,1.38016368045989,55_and_over,4,1,17,2,3,3,6,347,1,1,3,1,12
304,3,ES,Spain,0.45630889606036246,18_34,2,1,18,3,5,NA,NA,NA,NA,NA,NA,NA,NA
423,2,ES,Spain,1.38016368045989,55_and_over,4,1,20,1,2,1,NA,NA,NA,NA,NA,NA,NA
NA,3,ES,Spain,1.38016368045989,55_and_over,4,1,13,5,3,3,3,332,1,1,3,1,14
410,2,ES,Spain,1.38016368045989,55_and_over,4,1,20,1,2,1,NA,NA,NA,NA,NA,NA,NA
54,3,ES,Spain,0.45630889606036246,18_34,2,1,15,3,3,4,5,345,1,1,1,2,14
184,3,ES,Spain,1.3622419429943156,35_54,3,2,16,3,3,3,1,321,1,2,2,2,14
101,2,ES,Spain,0.7212800061246206,18_34,2,2,14,1,3,NA,NA,NA,NA,NA,NA,NA,NA
3432,2,ES,Spain,1.38016368045989,55_and_over,4,1,14,2,3,5,2,329,1,1,4,3,16
NA,3,ES,Spain,1.3622419429943156,35_54,3,2,13,2,3,5,5,343,1,2,2,4,14
32,3,ES,Spain,0.45630889606036246,18_34,2,1,17,4,3,4,8,NA,NA,NA,NA,NA,NA
NA,2,ES,Spain,1.38016368045989,55_and_over,4,1,16,2,3,3,2,326,1,2,2,4,12
111,3,ES,Spain,0.45630889606036246,18_34,2,1,20,4,5,6,8,356,1,1,6,2,12
364,3,ES,Spain,1.3622419429943156,35_54,3,2,14,1,1,1,1,321,1,1,1,1,12
42,2,ES,Spain,0.7212800061246206,18_34,2,2,19,2,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ES,Spain,2.18160214821541,55_and_over,4,2,18,3,5,1,NA,NA,NA,NA,NA,NA,NA
47,2,ES,Spain,0.8618055566446141,35_54,3,1,19,4,3,3,4,NA,NA,NA,NA,NA,NA
126,3,ES,Spain,0.7212800061246206,18_34,2,2,20,2,3,6,6,347,1,1,NA,NA,NA
35,3,ES,Spain,0.45630889606036246,18_34,2,1,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,ES,Spain,1.3622419429943156,35_54,3,2,13,4,3,4,1,321,1,1,3,4,15
37,2,ES,Spain,0.7212800061246206,18_34,2,2,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,3,ES,Spain,1.3622419429943156,35_54,3,2,20,2,3,5,2,329,1,2,2,1,15
218,3,ES,Spain,1.38016368045989,55_and_over,4,1,16,3,3,3,2,329,1,3,3,4,13
126,2,ES,Spain,1.3622419429943156,35_54,3,2,16,2,3,6,2,326,1,1,2,1,13
17,2,ES,Spain,1.3622419429943156,35_54,3,2,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,2,ES,Spain,1.38016368045989,55_and_over,4,1,15,1,5,3,NA,NA,NA,NA,NA,NA,NA
111,2,ES,Spain,1.38016368045989,55_and_over,4,1,20,3,4,5,1,NA,NA,NA,NA,NA,NA
217,3,ES,Spain,0.7212800061246206,18_34,2,2,13,2,4,6,2,NA,NA,NA,NA,NA,NA
334,2,ES,Spain,0.7212800061246206,18_34,2,2,17,3,4,3,NA,NA,NA,NA,NA,NA,NA
46,3,ES,Spain,0.7212800061246206,18_34,2,2,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,2,ES,Spain,1.38016368045989,55_and_over,4,1,20,1,2,1,NA,NA,NA,NA,NA,NA,NA
NA,3,ES,Spain,1.38016368045989,55_and_over,4,1,15,1,3,6,2,329,1,1,1,1,16
NA,3,ES,Spain,0.8618055566446141,35_54,3,1,20,2,3,4,2,328,1,1,1,1,14
412,3,ES,Spain,1.38016368045989,55_and_over,4,1,20,1,2,1,NA,NA,NA,NA,NA,NA,NA
405,2,ES,Spain,1.38016368045989,55_and_over,4,1,16,2,4,3,4,336,1,1,1,4,13
218,3,ES,Spain,0.7212800061246206,18_34,2,2,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,3,ES,Spain,0.45630889606036246,18_34,2,1,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,2,ES,Spain,1.3622419429943156,35_54,3,2,15,2,3,5,3,333,1,1,1,1,16
498,2,ES,Spain,1.3622419429943156,35_54,3,2,20,1,5,1,3,331,1,1,1,4,13
94,3,ES,Spain,1.38016368045989,55_and_over,4,1,19,3,4,5,8,360,1,4,6,3,16
567,2,ES,Spain,0.8618055566446141,35_54,3,1,15,4,3,3,8,356,1,2,3,2,14
NA,3,ES,Spain,1.38016368045989,55_and_over,4,1,15,3,3,NA,NA,NA,NA,NA,NA,NA,NA
121,3,ES,Spain,0.45630889606036246,18_34,2,1,20,6,3,NA,NA,NA,NA,NA,NA,NA,NA
95,3,ES,Spain,0.7212800061246206,18_34,2,2,20,1,4,5,2,NA,NA,NA,NA,NA,NA
NA,2,ES,Spain,1.38016368045989,55_and_over,4,1,19,4,3,5,3,331,1,1,2,4,12
214,3,ES,Spain,0.45630889606036246,18_34,2,1,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,2,ES,Spain,0.8618055566446141,35_54,3,1,20,2,1,1,8,360,1,3,6,3,16
66,2,ES,Spain,0.7212800061246206,18_34,2,2,19,6,5,6,2,326,1,NA,NA,NA,NA
319,2,ES,Spain,2.18160214821541,55_and_over,4,2,20,5,3,NA,NA,NA,NA,NA,NA,NA,NA
163,3,ES,Spain,0.8618055566446141,35_54,3,1,19,2,3,6,2,NA,NA,NA,NA,NA,NA
71,3,ES,Spain,0.45630889606036246,18_34,2,1,17,1,3,5,4,336,1,3,4,4,16
525,2,ES,Spain,0.45630889606036246,18_34,2,1,13,3,3,5,3,333,1,1,1,4,15
53,2,ES,Spain,0.7212800061246206,18_34,2,2,13,2,2,2,2,326,1,2,6,2,14
375,2,ES,Spain,1.3622419429943156,35_54,3,2,14,2,3,5,1,323,1,2,2,1,15
146,2,ES,Spain,0.7212800061246206,18_34,2,2,20,6,5,6,8,357,1,5,5,1,13
40,3,ES,Spain,1.3622419429943156,35_54,3,2,20,3,3,4,3,NA,NA,NA,NA,NA,NA
643,2,ES,Spain,2.18160214821541,55_and_over,4,2,19,3,4,4,2,327,1,2,2,1,15
115,2,ES,Spain,0.8618055566446141,35_54,3,1,20,5,4,5,5,341,1,1,6,4,13
616,2,ES,Spain,0.7212800061246206,18_34,2,2,20,3,3,5,3,332,1,2,2,1,16
768,3,ES,Spain,1.3622419429943156,35_54,3,2,19,2,4,5,3,331,1,2,1,2,15
278,3,ES,Spain,0.7212800061246206,18_34,2,2,16,3,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,ES,Spain,0.45630889606036246,18_34,2,1,16,1,3,6,4,340,1,2,1,4,16
25,3,ES,Spain,0.7212800061246206,18_34,2,2,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,2,ES,Spain,0.8618055566446141,35_54,3,1,20,2,5,5,2,326,1,1,1,4,13
109,3,ES,Spain,0.7212800061246206,18_34,2,2,16,2,2,2,2,330,1,3,6,3,16
NA,3,ES,Spain,0.7212800061246206,18_34,2,2,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,2,ES,Spain,0.45630889606036246,18_34,2,1,18,4,3,4,6,346,1,3,6,4,16
90,2,ES,Spain,0.7212800061246206,18_34,2,2,19,2,5,6,1,NA,NA,NA,NA,NA,NA
641,2,ES,Spain,0.8618055566446141,35_54,3,1,20,2,3,4,4,336,1,5,1,2,12
142,2,ES,Spain,1.3622419429943156,35_54,3,2,13,3,3,4,4,338,1,3,3,2,14
242,3,ES,Spain,1.38016368045989,55_and_over,4,1,17,5,1,2,8,360,1,1,1,1,16
568,2,ES,Spain,1.38016368045989,55_and_over,4,1,13,5,3,3,2,329,1,4,5,1,15
240,2,ES,Spain,0.7212800061246206,18_34,2,2,20,3,3,6,2,329,1,2,1,1,16
48,2,ES,Spain,1.3622419429943156,35_54,3,2,20,6,2,3,3,335,1,2,4,3,16
141,3,ES,Spain,1.38016368045989,55_and_over,4,1,20,2,3,4,5,341,1,3,NA,NA,NA
38,3,ES,Spain,0.8618055566446141,35_54,3,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,3,ES,Spain,0.7212800061246206,18_34,2,2,19,6,3,6,NA,NA,NA,NA,NA,NA,NA
90,2,ES,Spain,0.45630889606036246,18_34,2,1,16,3,3,4,4,NA,NA,NA,NA,NA,NA
177,2,ES,Spain,0.45630889606036246,18_34,2,1,16,3,3,5,2,330,1,1,1,1,15
NA,2,ES,Spain,1.3622419429943156,35_54,3,2,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,3,ES,Spain,0.7212800061246206,18_34,2,2,19,2,2,6,2,328,1,1,1,2,13
315,2,ES,Spain,2.18160214821541,55_and_over,4,2,13,3,4,4,3,331,1,3,3,1,13
101,3,ES,Spain,0.8618055566446141,35_54,3,1,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,2,ES,Spain,0.8618055566446141,35_54,3,1,20,3,3,3,4,336,1,2,2,3,16
