dwell_time_total,context,country,country_name,weight,age,age_group,gender,q06_vote,q01_currently_distributed,q03_household_income,q02_should_distributed,q04_household_size,q05_income,q05_income_group,q08_gap,q13_responsibility_govt,q14_live,q15_education
187,3,MA,Morocco,1.0267010380771837,35_54,3,1,20,1,3,6,6,310,1,2,2,1,15
108,2,MA,Morocco,1.45118859610275,55_and_over,4,1,20,6,3,2,NA,NA,NA,NA,NA,NA,NA
117,3,MA,Morocco,1.0857762284654768,18_34,2,2,19,1,3,5,5,NA,NA,NA,NA,NA,NA
100,3,MA,Morocco,1.45118859610275,55_and_over,4,1,20,2,3,3,5,302,1,1,NA,NA,NA
187,3,MA,Morocco,1.0267010380771837,35_54,3,1,19,2,5,2,6,NA,NA,NA,NA,NA,NA
92,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
562,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,4,4,5,301,1,1,4,1,15
342,2,MA,Morocco,3.498614533270371,55_and_over,4,2,2,1,3,6,7,315,1,1,5,1,16
321,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,3,1,8,316,1,1,2,4,13
NA,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,6,3,6,8,316,1,3,NA,NA,NA
23,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
322,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,3,4,1,5,301,1,1,1,1,14
23,3,MA,Morocco,1.0857762284654768,18_34,2,2,2,4,2,2,4,299,1,2,NA,NA,NA
53,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,1,3,2,1,282,1,NA,NA,NA,NA
61,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
150,2,MA,Morocco,2.4752338757258836,35_54,3,2,20,5,3,6,5,301,1,NA,NA,NA,NA
172,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,1,4,1,7,NA,NA,NA,NA,NA,NA
285,3,MA,Morocco,1.0267010380771837,35_54,3,1,20,4,3,4,4,296,1,3,4,1,16
21,3,MA,Morocco,3.498614533270371,55_and_over,4,2,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,5,3,4,8,316,1,3,6,1,13
205,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,1,5,2,1,281,1,2,3,4,15
75,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,4,3,4,1,281,1,1,1,NA,NA
253,2,MA,Morocco,1.0857762284654768,18_34,2,2,2,3,3,5,8,316,1,2,6,1,16
780,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,4,3,6,8,320,1,NA,NA,NA,NA
130,2,MA,Morocco,1.45118859610275,55_and_over,4,1,19,2,5,NA,NA,NA,NA,NA,NA,NA,NA
55,3,MA,Morocco,1.45118859610275,55_and_over,4,1,1,4,5,6,8,NA,NA,NA,NA,NA,NA
430,3,MA,Morocco,1.0267010380771837,35_54,3,1,20,3,3,1,6,307,1,1,3,4,16
392,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,2,1,4,5,304,1,1,3,1,16
159,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2,MA,Morocco,2.4752338757258836,35_54,3,2,1,3,5,4,1,NA,NA,NA,NA,NA,NA
37,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,6,3,6,5,302,1,1,2,1,15
1258,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,1,1,8,316,1,1,6,4,12
183,2,MA,Morocco,2.4752338757258836,35_54,3,2,20,2,4,5,4,296,1,1,2,NA,NA
1038,2,MA,Morocco,1.0267010380771837,35_54,3,1,20,6,3,6,4,296,1,4,3,1,13
173,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,2,3,2,6,306,1,1,1,2,13
78,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,4,5,7,NA,NA,NA,NA,NA,NA
653,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,2,3,5,5,301,1,2,2,1,15
105,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,2,5,1,5,301,1,1,NA,NA,NA
585,3,MA,Morocco,1.45118859610275,55_and_over,4,1,20,1,4,2,8,318,1,5,3,1,12
165,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA
58,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,3,MA,Morocco,1.0857762284654768,18_34,2,2,20,1,5,NA,NA,NA,NA,NA,NA,NA,NA
188,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,2,3,4,7,314,1,2,NA,NA,NA
250,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,4,4,6,4,296,1,2,2,1,12
418,3,MA,Morocco,1.0267010380771837,35_54,3,1,20,3,3,5,6,306,1,1,3,4,13
154,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,1,6,8,316,1,1,NA,NA,NA
48,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
394,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,2,2,2,6,306,1,2,2,1,14
215,3,MA,Morocco,1.45118859610275,55_and_over,4,1,2,1,1,1,5,301,1,1,1,1,12
45,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA
163,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,5,4,5,6,306,1,1,1,4,13
268,3,MA,Morocco,1.0267010380771837,35_54,3,1,20,1,4,1,NA,NA,NA,NA,NA,NA,NA
27,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,3,3,4,296,1,3,NA,NA,NA
134,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,3,6,5,NA,NA,NA,NA,NA,NA
483,3,MA,Morocco,1.45118859610275,55_and_over,4,1,2,4,4,4,4,297,1,2,4,1,13
288,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,4,2,5,301,1,1,6,1,16
237,3,MA,Morocco,2.4752338757258836,35_54,3,2,2,4,3,4,3,291,1,4,5,NA,NA
34,2,MA,Morocco,1.0267010380771837,35_54,3,1,19,4,3,NA,NA,NA,NA,NA,NA,NA,NA
60,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
2427,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,3,3,6,7,312,1,2,6,1,14
384,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,3,3,5,4,299,1,3,3,1,15
84,2,MA,Morocco,2.4752338757258836,35_54,3,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1167,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,2,3,3,4,299,1,1,2,1,16
NA,2,MA,Morocco,1.0857762284654768,18_34,2,2,2,2,3,3,5,303,1,1,NA,NA,NA
593,2,MA,Morocco,1.0267010380771837,35_54,3,1,20,1,3,4,4,299,1,1,3,1,16
543,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,1,4,4,4,297,1,1,1,1,16
2530,2,MA,Morocco,3.498614533270371,55_and_over,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,5,4,6,6,306,1,2,6,4,15
114,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,4,6,7,NA,NA,NA,NA,NA,NA
69,2,MA,Morocco,1.0267010380771837,35_54,3,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA
2992,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,4,4,8,318,1,1,6,1,12
288,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,3,1,4,300,1,3,2,NA,NA
2557,3,MA,Morocco,1.0857762284654768,18_34,2,2,2,3,3,5,6,307,1,1,6,NA,NA
239,3,MA,Morocco,1.0857762284654768,18_34,2,2,19,6,3,5,4,299,1,2,2,1,15
423,2,MA,Morocco,1.0857762284654768,18_34,2,2,2,3,3,3,8,316,1,2,6,1,12
191,2,MA,Morocco,1.0267010380771837,35_54,3,1,20,4,3,1,3,NA,NA,NA,NA,NA,NA
333,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,5,3,6,5,302,1,2,3,1,15
46,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,1,1,1,1,281,1,1,NA,NA,NA
84,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,1,3,1,5,303,1,3,NA,NA,NA
303,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,1,4,6,8,316,1,1,1,3,13
122,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,6,1,6,8,320,1,3,NA,NA,NA
233,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,3,5,6,308,1,1,2,2,16
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,5,6,4,296,1,1,3,1,14
461,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,4,3,5,301,1,1,3,4,14
462,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,4,6,8,316,1,3,3,4,15
66,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,2,MA,Morocco,1.0267010380771837,35_54,3,1,20,3,4,3,7,311,1,1,1,2,12
312,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,4,3,3,3,294,1,2,1,1,13
78,2,MA,Morocco,2.4752338757258836,35_54,3,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
173,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,4,3,6,4,NA,NA,NA,NA,NA,NA
125,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,2,3,3,4,299,1,2,NA,NA,NA
139,3,MA,Morocco,1.0267010380771837,35_54,3,1,19,2,4,4,6,306,1,2,NA,NA,NA
660,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,4,6,8,316,1,1,1,1,15
77,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,3,3,5,NA,NA,NA,NA,NA,NA,NA
160,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,3,5,6,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,6,3,6,3,294,1,1,4,1,16
67,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,2,3,1,3,292,1,1,2,4,12
29,3,MA,Morocco,1.45118859610275,55_and_over,4,1,1,1,3,3,3,291,1,NA,NA,NA,NA
47,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,2,MA,Morocco,1.0857762284654768,18_34,2,2,2,5,3,5,5,301,1,2,2,1,16
191,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,4,6,7,NA,NA,NA,NA,NA,NA
69,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA
50,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
37,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,1,3,2,8,316,1,1,NA,NA,NA
53,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,5,3,4,5,301,1,1,1,2,14
124,2,MA,Morocco,2.4752338757258836,35_54,3,2,19,1,5,NA,NA,NA,NA,NA,NA,NA,NA
76,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,4,3,3,291,1,2,2,2,16
647,2,MA,Morocco,1.45118859610275,55_and_over,4,1,19,2,4,4,2,286,1,1,2,4,15
284,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,4,6,7,311,1,1,1,1,16
117,2,MA,Morocco,1.0857762284654768,18_34,2,2,19,1,3,6,8,319,1,1,NA,NA,NA
91,3,MA,Morocco,1.45118859610275,55_and_over,4,1,19,3,3,NA,NA,NA,NA,NA,NA,NA,NA
358,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,4,3,4,NA,NA,NA,NA,NA,NA
100,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,1,3,6,4,297,1,1,NA,NA,NA
56,3,MA,Morocco,2.4752338757258836,35_54,3,2,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,3,MA,Morocco,1.0857762284654768,18_34,2,2,19,3,1,6,5,304,1,2,3,1,16
150,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,1,3,6,8,317,1,1,1,3,13
365,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,6,3,6,8,317,1,2,1,3,15
342,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,4,3,6,306,1,1,3,2,15
400,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,1,3,3,8,316,1,1,4,2,16
98,2,MA,Morocco,1.0267010380771837,35_54,3,1,1,3,3,5,2,NA,NA,NA,NA,NA,NA
190,2,MA,Morocco,2.4752338757258836,35_54,3,2,20,6,5,4,7,314,1,2,6,4,15
1735,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,3,MA,Morocco,2.4752338757258836,35_54,3,2,19,2,4,2,3,291,1,1,2,NA,NA
213,2,MA,Morocco,1.45118859610275,55_and_over,4,1,20,3,3,3,7,NA,NA,NA,NA,NA,NA
644,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,6,1,3,NA,NA,NA,NA,NA,NA,NA
682,3,MA,Morocco,1.0857762284654768,18_34,2,2,20,1,4,1,3,294,1,1,4,1,15
453,3,MA,Morocco,1.45118859610275,55_and_over,4,1,2,2,5,1,3,291,1,1,1,1,15
116,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA
48,3,MA,Morocco,1.45118859610275,55_and_over,4,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA
272,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,3,4,6,307,1,1,1,2,16
431,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,3,3,3,2,290,1,2,4,1,16
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,3,4,5,7,311,1,1,1,NA,NA
66,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,3,MA,Morocco,3.498614533270371,55_and_over,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,3,MA,Morocco,1.0267010380771837,35_54,3,1,19,6,4,1,8,316,1,1,3,1,15
23,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,4,6,5,301,1,1,2,1,15
74,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,3,3,6,306,1,3,6,4,16
291,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,1,5,1,8,NA,NA,NA,NA,NA,NA
308,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,5,2,6,4,296,1,3,4,1,16
757,2,MA,Morocco,1.45118859610275,55_and_over,4,1,19,4,3,4,2,287,1,3,3,1,15
270,2,MA,Morocco,1.0267010380771837,35_54,3,1,19,3,3,6,4,300,1,2,1,1,16
411,2,MA,Morocco,3.498614533270371,55_and_over,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA
349,2,MA,Morocco,3.498614533270371,55_and_over,4,2,1,5,1,5,NA,NA,NA,NA,NA,NA,NA
272,2,MA,Morocco,3.498614533270371,55_and_over,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,4,3,4,297,1,2,2,1,14
460,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,1,2,1,281,1,1,1,1,12
28,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA
108,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA
534,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,4,4,8,316,1,1,2,1,16
277,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,4,5,6,306,1,1,1,2,15
292,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,3,6,3,291,1,2,2,4,15
50,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,2,3,3,5,302,1,3,2,NA,NA
423,3,MA,Morocco,1.0857762284654768,18_34,2,2,2,4,5,2,5,301,1,3,1,2,14
NA,3,MA,Morocco,1.0857762284654768,18_34,2,2,19,1,4,6,8,316,1,1,1,NA,NA
335,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,3,4,8,318,1,4,2,2,16
978,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,6,4,6,6,309,1,1,2,1,13
104,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,3,MA,Morocco,1.45118859610275,55_and_over,4,1,20,2,3,2,4,297,1,2,1,1,15
261,3,MA,Morocco,3.498614533270371,55_and_over,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,4,3,4,6,306,1,5,NA,NA,NA
339,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,5,1,5,NA,NA,NA,NA,NA,NA,NA
80,2,MA,Morocco,1.0267010380771837,35_54,3,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
105,2,MA,Morocco,1.45118859610275,55_and_over,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,3,5,5,303,1,2,2,1,15
79,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,3,6,5,301,1,NA,NA,NA,NA
87,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA
176,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,1,3,5,8,316,1,3,6,NA,NA
NA,3,MA,Morocco,3.498614533270371,55_and_over,4,2,19,3,2,NA,NA,NA,NA,NA,NA,NA,NA
106,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,2,3,4,1,282,1,3,6,2,15
224,3,MA,Morocco,3.498614533270371,55_and_over,4,2,2,1,3,1,5,NA,NA,NA,NA,NA,NA
419,2,MA,Morocco,1.0857762284654768,18_34,2,2,2,2,4,5,3,291,1,2,2,1,16
103,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,5,3,5,NA,NA,NA,NA,NA,NA,NA
188,3,MA,Morocco,1.45118859610275,55_and_over,4,1,1,2,3,3,5,305,1,3,NA,NA,NA
160,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,1,4,4,5,301,1,1,3,NA,NA
220,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,2,4,3,5,301,1,1,1,4,15
362,2,MA,Morocco,1.0857762284654768,18_34,2,2,19,4,3,6,5,302,1,4,2,1,16
65,3,MA,Morocco,1.0857762284654768,18_34,2,2,20,6,3,NA,NA,NA,NA,NA,NA,NA,NA
112,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,4,1,1,4,NA,NA,NA,NA,NA,NA
424,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,4,4,6,4,296,1,2,3,1,15
19,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,3,MA,Morocco,3.498614533270371,55_and_over,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,3,MA,Morocco,1.45118859610275,55_and_over,4,1,1,5,1,5,NA,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,5,3,5,8,317,1,4,NA,NA,NA
346,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,3,3,3,4,296,1,2,2,4,13
120,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,2,5,4,6,310,1,1,5,3,15
1427,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,5,5,5,8,317,1,3,1,1,16
154,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,5,5,1,3,291,1,3,NA,NA,NA
315,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,5,3,2,7,313,1,2,2,1,15
110,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,1,1,8,316,1,1,1,4,12
62,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA
62,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA
511,3,MA,Morocco,2.4752338757258836,35_54,3,2,1,2,3,4,2,286,1,2,NA,NA,NA
122,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,3,4,3,NA,NA,NA,NA,NA,NA,NA
156,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
19,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,3,2,7,314,1,2,NA,NA,NA
55,2,MA,Morocco,1.0857762284654768,18_34,2,2,19,6,3,6,NA,NA,NA,NA,NA,NA,NA
95,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,6,5,6,5,302,1,NA,NA,NA,NA
666,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,3,5,2,286,1,2,2,1,15
26,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,3,4,3,8,316,1,1,6,4,12
159,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,3,4,5,NA,NA,NA,NA,NA,NA
292,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,1,4,1,8,316,1,1,2,4,16
171,2,MA,Morocco,1.0267010380771837,35_54,3,1,1,4,3,1,4,297,1,2,1,1,16
347,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,1,5,5,6,306,1,1,1,4,13
429,3,MA,Morocco,3.498614533270371,55_and_over,4,2,1,5,1,5,7,NA,NA,NA,NA,NA,NA
56,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA
72,3,MA,Morocco,1.0857762284654768,18_34,2,2,20,2,3,NA,NA,NA,NA,NA,NA,NA,NA
448,3,MA,Morocco,1.0857762284654768,18_34,2,2,2,6,3,6,8,316,1,2,3,1,15
51,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,1,4,5,4,NA,NA,NA,NA,NA,NA
28,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,1,3,3,4,296,1,1,3,1,12
880,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA
536,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,4,3,6,8,316,1,2,6,4,16
47,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,1,6,7,311,1,1,NA,NA,NA
123,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,4,3,5,4,300,1,2,NA,NA,NA
271,3,MA,Morocco,1.45118859610275,55_and_over,4,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,2,4,4,5,301,1,2,2,1,16
111,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,1,3,6,3,291,1,2,2,3,16
355,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,2,4,4,5,302,1,2,NA,NA,NA
64,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,3,3,2,286,1,2,2,NA,NA
84,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,4,1,2,NA,NA,NA,NA,NA,NA
18,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,5,3,6,7,NA,NA,NA,NA,NA,NA
47,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
143,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,2,4,5,4,297,1,1,NA,NA,NA
51,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA
63,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,1,5,1,1,281,1,NA,NA,NA,NA
611,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,3,3,4,2,NA,NA,NA,NA,NA,NA
60,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,3,MA,Morocco,2.4752338757258836,35_54,3,2,2,6,4,6,2,289,1,4,4,1,15
97,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA
298,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,1,4,1,8,316,1,1,1,1,13
31,3,MA,Morocco,2.4752338757258836,35_54,3,2,1,6,3,2,2,NA,NA,NA,NA,NA,NA
356,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,3,4,5,303,1,1,1,2,16
2250,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,6,3,2,6,307,1,5,1,NA,NA
